"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"8714" "871.4 Amputation through thigh : supracondylar" "8714" "871.4 Amputation through thigh : supracondylar"
"872" "872 Disarticulation at knee" "872" "872 Disarticulation at knee"
"873" "873 Amputation through lower leg" "873" "873 Amputation through lower leg"
"874" "874 Amputation of foot" "874" "874 Amputation of foot"
"875" "875 Amputation of toe" "875" "875 Amputation of toe"
"8751" "875.1 Amputation of toe : hallux" "8751" "875.1 Amputation of toe : hallux"
"8752" "875.2 Amputation of toe : second toe" "8752" "875.2 Amputation of toe : second toe"
"8755" "875.5 Amputation of toe : fifth toe" "8755" "875.5 Amputation of toe : fifth toe"
"877" "877 Secondary operation on amputation stump" "877" "877 Secondary operation on amputation stump"
"878" "878 Other amputations, not elsewhere classified" "878" "878 Other amputations, not elsewhere classified"
"879" "879 Other operations on limbs, not elsewhere classified" "879" "879 Other operations on limbs, not elsewhere classified"
"880" "880 Arteriotomy" "880" "880 Arteriotomy"
"8801" "880.1 Arteriotomy : embolectomy" "8801" "880.1 Arteriotomy : embolectomy"
"881" "881 Endarterectomy" "881" "881 Endarterectomy"
"8811" "881.1 Endarterectomy : popliteal" "8811" "881.1 Endarterectomy : popliteal"
"882" "882 Arterectomy, not elsewhere classified" "882" "882 Arterectomy, not elsewhere classified"
"8821" "882.1 Arterectomy, not elsewhere classified : biopsy of artery" "8821" "882.1 Arterectomy, not elsewhere classified : biopsy of artery"
"8823" "882.3 Arterectomy, not elsewhere classified : with re-anastomosis" "8823" "882.3 Arterectomy, not elsewhere classified : with re-anastomosis"
"8824" "882.4 Arterectomy, not elsewhere classified : with graft replacement" "8824" "882.4 Arterectomy, not elsewhere classified : with graft replacement"
"883" "883 Repair or excision of aneurysm" "883" "883 Repair or excision of aneurysm"
"8833" "883.3 Repair or excision of aneurysm : excision or destruction" "8833" "883.3 Repair or excision of aneurysm : excision or destruction"
"8834" "883.4 Repair or excision of aneurysm : excision with re-anastomosis" "8834" "883.4 Repair or excision of aneurysm : excision with re-anastomosis"
"8836" "883.6 Repair or excision of aneurysm : excision with graft or prosthesis" "8836" "883.6 Repair or excision of aneurysm : excision with graft or prosthesis"
"884" "884 Repair of artery" "884" "884 Repair of artery"
"8841" "884.1 Repair of artery : by-pass graft (vein)" "8841" "884.1 Repair of artery : by-pass graft (vein)"
"8842" "884.2 Repair of artery : repair by tissue graft, not elsewhere classified" "8842" "884.2 Repair of artery : repair by tissue graft, not elsewhere classified"
"8843" "884.3 Repair of artery : repair by prosthesis" "8843" "884.3 Repair of artery : repair by prosthesis"
"8844" "884.4 Repair of artery : excision with re-anastomosis" "8844" "884.4 Repair of artery : excision with re-anastomosis"
"8845" "884.5 Repair of artery : suture of artery" "8845" "884.5 Repair of artery : suture of artery"
"885" "885 Ligation of artery, not elsewhere classified" "885" "885 Ligation of artery, not elsewhere classified"
"8852" "885.2 Ligation of artery, not elsewhere classified : control of aneurysm" "8852" "885.2 Ligation of artery, not elsewhere classified : control of aneurysm"
"8853" "885.3 Ligation of artery, not elsewhere classified : post operative" "8853" "885.3 Ligation of artery, not elsewhere classified : post operative"
"887" "887 Arterial catheterization, not elsewhere classified" "887" "887 Arterial catheterization, not elsewhere classified"
"888" "888 Arterial injection or perfusion" "888" "888 Arterial injection or perfusion"
"8881" "888.1 Arterial injection or perfusion : diagnostic, arteriography, not elsewhere classified" "8881" "888.1 Arterial injection or perfusion : diagnostic, arteriography, not elsewhere classified"
"8882" "888.2 Arterial injection or perfusion : cytotoxic" "8882" "888.2 Arterial injection or perfusion : cytotoxic"
"8883" "888.3 Arterial injection or perfusion : arterial puncture (diagnostic)" "8883" "888.3 Arterial injection or perfusion : arterial puncture (diagnostic)"
"889" "889 Other operations on arteries" "889" "889 Other operations on arteries"
"8891" "889.1 Other operations on arteries : production of arterio-venous fistula" "8891" "889.1 Other operations on arteries : production of arterio-venous fistula"
"8892" "889.2 Other operations on arteries : revision of previous vascular operation" "8892" "889.2 Other operations on arteries : revision of previous vascular operation"
"890" "890 Phlebotomy (with thrombectomy)" "890" "890 Phlebotomy (with thrombectomy)"
"8902" "890.2 Phlebotomy (with thrombectomy) : thrombectomy, embolectomy" "8902" "890.2 Phlebotomy (with thrombectomy) : thrombectomy, embolectomy"
"8903" "890.3 Phlebotomy (with thrombectomy) : cut-down transfusion or catheterization of vein" "8903" "890.3 Phlebotomy (with thrombectomy) : cut-down transfusion or catheterization of vein"
"891" "891 Injection of vein to produce thrombosis" "891" "891 Injection of vein to produce thrombosis"
"892" "892 Phlebectomy, not elsewhere classified" "892" "892 Phlebectomy, not elsewhere classified"
"8921" "892.1 Phlebectomy, not elsewhere classified : for vascular graft" "8921" "892.1 Phlebectomy, not elsewhere classified : for vascular graft"
"8922" "892.2 Phlebectomy, not elsewhere classified : excision for graft 3 with re-anastomosis" "8922" "892.2 Phlebectomy, not elsewhere classified : excision for graft 3 with re-anastomosis"
"893" "893 Ligation or division of vein, not elsewhere classified" "893" "893 Ligation or division of vein, not elsewhere classified"
"8931" "893.1 Ligation or division of vein, not elsewhere classified : varicose veins" "8931" "893.1 Ligation or division of vein, not elsewhere classified : varicose veins"
"8932" "893.2 Ligation or division of vein, not elsewhere classified : multiple ligatures" "8932" "893.2 Ligation or division of vein, not elsewhere classified : multiple ligatures"
"894" "894 Operation on varicose veins, not elsewhere classified" "894" "894 Operation on varicose veins, not elsewhere classified"
"8941" "894.1 Operation on varicose veins, not elsewhere classified : excision" "8941" "894.1 Operation on varicose veins, not elsewhere classified : excision"
"895" "895 Venography" "895" "895 Venography"
"896" "896 Venous anastomosis" "896" "896 Venous anastomosis"
"897" "897 Intravenous pacemaker" "897" "897 Intravenous pacemaker"
"8971" "897.1 Intravenous pacemaker : insertion, implanted" "8971" "897.1 Intravenous pacemaker : insertion, implanted"
"8972" "897.2 Intravenous pacemaker : removal" "8972" "897.2 Intravenous pacemaker : removal"
"898" "898 Other operations on vessels" "898" "898 Other operations on vessels"
"8981" "898.1 Other operations on vessels : biopsy of vein" "8981" "898.1 Other operations on vessels : biopsy of vein"
"8982" "898.2 Other operations on vessels : repair (by suture, graft)" "8982" "898.2 Other operations on vessels : repair (by suture, graft)"
"900" "900 Lymphangiotomy and lymphadenotomy" "900" "900 Lymphangiotomy and lymphadenotomy"
"901" "901 Injection or cannulation of lymphatic vessel" "901" "901 Injection or cannulation of lymphatic vessel"
"903" "903 Lymphatic excision" "903" "903 Lymphatic excision"
"904" "904 Lymphadenectomy, radical" "904" "904 Lymphadenectomy, radical"
"9041" "904.1 Lymphadenectomy, radical : axillary" "9041" "904.1 Lymphadenectomy, radical : axillary"
"9042" "904.2 Lymphadenectomy, radical : inguinal" "9042" "904.2 Lymphadenectomy, radical : inguinal"
"9043" "904.3 Lymphadenectomy, radical : regional" "9043" "904.3 Lymphadenectomy, radical : regional"
"905" "905 Lymphatic biopsy, not elsewhere classified" "905" "905 Lymphatic biopsy, not elsewhere classified"
"906" "906 Excision of tissue for lymphoedema" "906" "906 Excision of tissue for lymphoedema"
"907" "907 Lymphangioplasty" "907" "907 Lymphangioplasty"
"909" "909 Other operations on lymphatic system" "909" "909 Other operations on lymphatic system"
"910" "910 Superficial drainage and incision" "910" "910 Superficial drainage and incision"
"9101" "910.1 Superficial drainage and incision : facial region" "9101" "910.1 Superficial drainage and incision : facial region"
"9102" "910.2 Superficial drainage and incision : drainage of abscess" "9102" "910.2 Superficial drainage and incision : drainage of abscess"
"9103" "910.3 Superficial drainage and incision : hand (whitlow, paronychia)" "9103" "910.3 Superficial drainage and incision : hand (whitlow, paronychia)"
"911" "911 Removal of foreign body" "911" "911 Removal of foreign body"
"912" "912 Excision of superficial cyst or fistula" "912" "912 Excision of superficial cyst or fistula"
"913" "913 Excision of other skin growth, not elsewhere classified" "913" "913 Excision of other skin growth, not elsewhere classified"
"914" "914 Excision of other lesion of skin or subcutaneous tissue" "914" "914 Excision of other lesion of skin or subcutaneous tissue"
"915" "915 Destruction of lesion of skin" "915" "915 Destruction of lesion of skin"
"9151" "915.1 Destruction of lesion of skin : dermabrasion" "9151" "915.1 Destruction of lesion of skin : dermabrasion"
"9152" "915.2 Destruction of lesion of skin : chemical extoliation" "9152" "915.2 Destruction of lesion of skin : chemical extoliation"
"9153" "915.3 Destruction of lesion of skin : depilation by electrolysis" "9153" "915.3 Destruction of lesion of skin : depilation by electrolysis"
"916" "916 Toilet of wound" "916" "916 Toilet of wound"
"917" "917 Dressing of burn under anaesthesis" "917" "917 Dressing of burn under anaesthesis"
"918" "918 Excision of burn" "918" "918 Excision of burn"
"9181" "918.1 Excision of burn : of contracture" "9181" "918.1 Excision of burn : of contracture"
"9182" "918.2 Excision of burn : with skin graft, not elsewhere classified" "9182" "918.2 Excision of burn : with skin graft, not elsewhere classified"
"919" "919 Suture of wound" "919" "919 Suture of wound"
"920" "920 Biopsy of skin and subcutaneous tissue" "920" "920 Biopsy of skin and subcutaneous tissue"
"921" "921 Secondary treatment of wound" "921" "921 Secondary treatment of wound"
"922" "922 Aspiration of skin" "922" "922 Aspiration of skin"
"923" "923 Insertion into skin" "923" "923 Insertion into skin"
"924" "924 Size reduction" "924" "924 Size reduction"
"927" "927 Incision of nail" "927" "927 Incision of nail"
"928" "928 Removal of nail structures" "928" "928 Removal of nail structures"
"929" "929 Other operation on skin or subcutaneous tissue, not elsewhere classified" "929" "929 Other operation on skin or subcutaneous tissue, not elsewhere classified"
"930" "930 Pedicle graft or flap" "930" "930 Pedicle graft or flap"
"9301" "930.1 Pedicle graft or flap : preparation" "9301" "930.1 Pedicle graft or flap : preparation"
"9302" "930.2 Pedicle graft or flap : attachment, to hand" "9302" "930.2 Pedicle graft or flap : attachment, to hand"
"9303" "930.3 Pedicle graft or flap : attachment, other" "9303" "930.3 Pedicle graft or flap : attachment, other"
"9304" "930.4 Pedicle graft or flap : revision of pedicle" "9304" "930.4 Pedicle graft or flap : revision of pedicle"
"931" "931 Plastic repair of pinna, lip or nose" "931" "931 Plastic repair of pinna, lip or nose"
"9311" "931.1 Plastic repair of pinna, lip or nose : pinna" "9311" "931.1 Plastic repair of pinna, lip or nose : pinna"
"9312" "931.2 Plastic repair of pinna, lip or nose : lip" "9312" "931.2 Plastic repair of pinna, lip or nose : lip"
"9313" "931.3 Plastic repair of pinna, lip or nose : nose" "9313" "931.3 Plastic repair of pinna, lip or nose : nose"
"932" "932 Repair of lip deformities" "932" "932 Repair of lip deformities"
"9321" "932.1 Repair of lip deformities : skin graft" "9321" "932.1 Repair of lip deformities : skin graft"
"933" "933 Other repair of mouth" "933" "933 Other repair of mouth"
"9331" "933.1 Other repair of mouth :  skin graft" "9331" "933.1 Other repair of mouth :  skin graft"
"934" "934 Other plastic repair of face" "934" "934 Other plastic repair of face"
"9341" "934.1 Other plastic repair of face : skin graft or mucosalgraft" "9341" "934.1 Other plastic repair of face : skin graft or mucosalgraft"
"935" "935 Skin graft and mucous membrane graft, not elsewhere classified" "935" "935 Skin graft and mucous membrane graft, not elsewhere classified"
"9351" "935.1 Skin graft and mucous membrane graft, not elsewhere classified : free skin graft to hand" "9351" "935.1 Skin graft and mucous membrane graft, not elsewhere classified : free skin graft to hand"
"9352" "935.2 Skin graft and mucous membrane graft, not elsewhere classified : graft, or transplant of hair" "9352" "935.2 Skin graft and mucous membrane graft, not elsewhere classified : graft, or transplant of hair"
"936" "936 Other plastic repair with graft" "936" "936 Other plastic repair with graft"
"9361" "936.1 Other plastic repair with graft : syndactyly release" "9361" "936.1 Other plastic repair with graft : syndactyly release"
"937" "937 Plastic repair, not elsewhere classified" "937" "937 Plastic repair, not elsewhere classified"
"9371" "937.1 Plastic repair, not elsewhere classified : face lift" "9371" "937.1 Plastic repair, not elsewhere classified : face lift"
"9372" "937.2 Plastic repair, not elsewhere classified : meloplasty" "9372" "937.2 Plastic repair, not elsewhere classified : meloplasty"
"9373" "937.3 Plastic repair, not elsewhere classified : rhytidectomy" "9373" "937.3 Plastic repair, not elsewhere classified : rhytidectomy"
"9376" "937.6 Plastic repair, not elsewhere classified : relaxation of contracture scar" "9376" "937.6 Plastic repair, not elsewhere classified : relaxation of contracture scar"
